Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
237-90-9399,A,Yangon,Member,Female,Electronic accessories,33.24,3,4.99,104.71,2024-03-07,16:38,Credit card,99.72,4.7619,4.99,7.8
999-94-5644,A,Yangon,Member,Male,Food and beverages,99.34,8,39.74,834.46,2024-01-22,13:53,Cash,794.72,4.7619,39.74,7.6
913-84-3979,C,Naypyitaw,Normal,Female,Fashion accessories,71.7,8,28.68,602.28,2024-03-17,19:04,Ewallet,573.6,4.7619,28.68,6.3
235-23-1271,A,Yangon,Normal,Female,Food and beverages,18.67,8,7.47,156.83,2024-03-19,19:02,Credit card,149.36,4.7619,7.47,7.0
220-21-8901,C,Naypyitaw,Member,Female,Fashion accessories,68.42,9,30.79,646.57,2024-02-23,15:55,Ewallet,615.78,4.7619,30.79,8.2
539-39-8899,B,Mandalay,Normal,Female,Sports and travel,22.05,8,8.82,185.22,2024-01-30,11:18,Credit card,176.4,4.7619,8.82,9.3
518-42-4096,A,Yangon,Member,Female,Food and beverages,10.65,4,2.13,44.73,2024-03-29,15:26,Cash,42.6,4.7619,2.13,4.6
536-93-5155,B,Mandalay,Normal,Male,Food and beverages,34.8,7,12.18,255.78,2024-01-27,16:35,Credit card,243.6,4.7619,12.18,6.9
479-81-8925,B,Mandalay,Normal,Male,Fashion accessories,45.83,3,6.87,144.36,2024-03-25,11:47,Ewallet,137.49,4.7619,6.87,6.7
816-30-2642,A,Yangon,Normal,Male,Food and beverages,65.26,1,3.26,68.52,2024-01-21,16:40,Ewallet,65.26,4.7619,3.26,8.8
943-28-8727,C,Naypyitaw,Normal,Female,Health and beauty,33.68,6,10.1,212.18,2024-01-11,19:02,Credit card,202.08,4.7619,10.1,6.3
510-88-9536,B,Mandalay,Member,Female,Fashion accessories,54.49,1,2.72,57.21,2024-01-26,20:59,Credit card,54.49,4.7619,2.72,5.7
134-86-9364,C,Naypyitaw,Member,Female,Fashion accessories,13.25,4,2.65,55.65,2024-03-24,10:10,Ewallet,53.0,4.7619,2.65,10.0
898-61-6785,C,Naypyitaw,Normal,Male,Food and beverages,28.03,1,1.4,29.43,2024-03-31,11:58,Ewallet,28.03,4.7619,1.4,7.3
843-81-6703,B,Mandalay,Normal,Female,Food and beverages,96.67,8,38.67,812.03,2024-02-21,19:00,Cash,773.36,4.7619,38.67,5.1
618-23-2185,C,Naypyitaw,Normal,Male,Health and beauty,82.26,5,20.57,431.87,2024-03-09,19:16,Credit card,411.3,4.7619,20.57,6.7
486-82-8923,A,Yangon,Normal,Male,Fashion accessories,51.46,10,25.73,540.33,2024-01-04,17:07,Cash,514.6,4.7619,25.73,4.4
748-38-4767,B,Mandalay,Normal,Male,Food and beverages,58.2,5,14.55,305.55,2024-02-01,14:05,Cash,291.0,4.7619,14.55,8.0
940-53-2245,C,Naypyitaw,Member,Male,Home and lifestyle,41.81,10,20.91,439.01,2024-02-04,12:47,Credit card,418.1,4.7619,20.91,9.6
294-73-4271,A,Yangon,Member,Male,Electronic accessories,30.63,4,6.13,128.65,2024-03-20,15:09,Ewallet,122.52,4.7619,6.13,4.7
180-96-9071,C,Naypyitaw,Member,Female,Sports and travel,43.4,6,13.02,273.42,2024-03-04,19:55,Cash,260.4,4.7619,13.02,6.9
882-75-5591,B,Mandalay,Member,Female,Health and beauty,57.31,7,20.06,421.23,2024-03-02,18:02,Credit card,401.17,4.7619,20.06,6.1
981-97-3863,B,Mandalay,Member,Male,Home and lifestyle,72.02,1,3.6,75.62,2024-03-27,13:24,Credit card,72.02,4.7619,3.6,4.6
470-88-5254,A,Yangon,Normal,Female,Home and lifestyle,52.42,10,26.21,550.41,2024-02-13,15:11,Cash,524.2,4.7619,26.21,6.5
529-99-7099,B,Mandalay,Normal,Male,Sports and travel,26.19,3,3.93,82.5,2024-03-14,20:14,Ewallet,78.57,4.7619,3.93,8.3
923-40-8081,B,Mandalay,Member,Female,Fashion accessories,23.46,1,1.17,24.63,2024-01-23,16:31,Ewallet,23.46,4.7619,1.17,10.0
969-90-9470,C,Naypyitaw,Normal,Male,Home and lifestyle,32.59,10,16.29,342.19,2024-01-07,16:06,Credit card,325.9,4.7619,16.29,5.0
320-42-8807,C,Naypyitaw,Member,Male,Fashion accessories,40.12,6,12.04,252.76,2024-02-16,18:35,Cash,240.72,4.7619,12.04,6.1
521-25-6752,C,Naypyitaw,Member,Female,Home and lifestyle,41.96,9,18.88,396.52,2024-03-03,17:56,Ewallet,377.64,4.7619,18.88,6.3
393-69-3373,A,Yangon,Normal,Male,Fashion accessories,65.1,7,22.79,478.49,2024-01-10,11:10,Cash,455.7,4.7619,22.79,5.4
424-93-5773,C,Naypyitaw,Normal,Male,Home and lifestyle,89.88,6,26.96,566.24,2024-03-16,18:28,Cash,539.28,4.7619,26.96,5.0
974-12-3048,C,Naypyitaw,Member,Male,Fashion accessories,73.06,2,7.31,153.43,2024-01-27,12:25,Ewallet,146.12,4.7619,7.31,4.6
999-70-9985,A,Yangon,Member,Male,Food and beverages,78.84,2,7.88,165.56,2024-01-14,14:39,Ewallet,157.68,4.7619,7.88,4.5
499-49-4757,A,Yangon,Normal,Male,Fashion accessories,21.38,9,9.62,202.04,2024-01-22,10:02,Credit card,192.42,4.7619,9.62,6.1
433-70-8654,C,Naypyitaw,Normal,Male,Electronic accessories,97.25,9,43.76,919.01,2024-01-23,19:38,Cash,875.25,4.7619,43.76,7.8
751-82-8126,C,Naypyitaw,Normal,Male,Sports and travel,58.56,2,5.86,122.98,2024-02-26,14:23,Cash,117.12,4.7619,5.86,5.6
410-11-1001,C,Naypyitaw,Member,Male,Home and lifestyle,52.22,1,2.61,54.83,2024-03-29,17:48,Cash,52.22,4.7619,2.61,5.8
884-65-5799,C,Naypyitaw,Member,Female,Food and beverages,43.62,7,15.27,320.61,2024-03-12,16:25,Ewallet,305.34,4.7619,15.27,5.0
854-92-7385,B,Mandalay,Member,Male,Health and beauty,48.0,4,9.6,201.6,2024-03-07,19:51,Credit card,192.0,4.7619,9.6,8.1
391-93-9715,B,Mandalay,Normal,Female,Health and beauty,26.41,5,6.6,138.65,2024-01-15,20:29,Credit card,132.05,4.7619,6.6,6.7
817-89-9060,A,Yangon,Normal,Female,Electronic accessories,14.47,9,6.51,136.74,2024-01-03,12:06,Cash,130.23,4.7619,6.51,5.6
832-66-1134,A,Yangon,Member,Female,Health and beauty,54.42,6,16.33,342.85,2024-02-23,14:50,Cash,326.52,4.7619,16.33,10.0
574-99-1519,B,Mandalay,Member,Female,Health and beauty,33.98,7,11.89,249.75,2024-01-10,18:30,Ewallet,237.86,4.7619,11.89,5.2
961-42-7251,A,Yangon,Member,Female,Sports and travel,79.4,8,31.76,666.96,2024-02-01,10:12,Cash,635.2,4.7619,31.76,8.4
196-76-4415,B,Mandalay,Normal,Male,Home and lifestyle,24.27,1,1.21,25.48,2024-03-11,18:07,Cash,24.27,4.7619,1.21,6.9
405-35-6905,A,Yangon,Member,Female,Electronic accessories,66.96,6,20.09,421.85,2024-01-02,12:50,Cash,401.76,4.7619,20.09,7.5
505-41-1146,A,Yangon,Normal,Female,Home and lifestyle,79.36,4,15.87,333.31,2024-01-21,17:05,Credit card,317.44,4.7619,15.87,7.7
877-90-1983,A,Yangon,Normal,Female,Fashion accessories,58.27,2,5.83,122.37,2024-01-17,17:14,Cash,116.54,4.7619,5.83,9.9
907-92-6690,B,Mandalay,Member,Female,Fashion accessories,44.0,3,6.6,138.6,2024-02-02,10:31,Credit card,132.0,4.7619,6.6,6.6
401-79-9029,A,Yangon,Member,Male,Home and lifestyle,75.91,5,18.98,398.53,2024-03-17,18:10,Ewallet,379.55,4.7619,18.98,7.2
560-47-5314,C,Naypyitaw,Normal,Male,Health and beauty,79.82,9,35.92,754.3,2024-02-18,12:56,Ewallet,718.38,4.7619,35.92,7.7
472-89-4912,B,Mandalay,Member,Male,Electronic accessories,57.16,8,22.86,480.14,2024-03-11,12:39,Cash,457.28,4.7619,22.86,5.9
756-51-2809,A,Yangon,Member,Female,Electronic accessories,26.08,1,1.3,27.38,2024-01-26,11:31,Ewallet,26.08,4.7619,1.3,4.6
684-92-7366,C,Naypyitaw,Normal,Male,Health and beauty,42.97,10,21.48,451.18,2024-01-10,10:59,Ewallet,429.7,4.7619,21.48,7.9
952-20-8668,C,Naypyitaw,Member,Male,Food and beverages,76.91,7,26.92,565.29,2024-02-17,10:52,Credit card,538.37,4.7619,26.92,5.6
141-19-5979,A,Yangon,Member,Female,Health and beauty,75.26,9,33.87,711.21,2024-02-19,13:12,Credit card,677.34,4.7619,33.87,7.9
683-90-3931,C,Naypyitaw,Normal,Female,Fashion accessories,61.88,8,24.75,519.79,2024-03-30,20:27,Ewallet,495.04,4.7619,24.75,5.0
284-80-7579,C,Naypyitaw,Normal,Female,Food and beverages,99.85,8,39.94,838.74,2024-02-15,15:35,Cash,798.8,4.7619,39.94,9.1
522-91-8054,C,Naypyitaw,Normal,Female,Food and beverages,59.1,7,20.69,434.39,2024-03-11,14:23,Cash,413.7,4.7619,20.69,6.7
506-10-1567,B,Mandalay,Member,Female,Home and lifestyle,10.59,4,2.12,44.48,2024-01-28,15:01,Credit card,42.36,4.7619,2.12,8.9
666-75-3534,A,Yangon,Member,Male,Home and lifestyle,24.05,5,6.01,126.26,2024-02-16,19:15,Ewallet,120.25,4.7619,6.01,5.5
407-21-7550,C,Naypyitaw,Member,Female,Fashion accessories,39.22,8,15.69,329.45,2024-01-23,17:52,Credit card,313.76,4.7619,15.69,8.2
939-22-5921,A,Yangon,Normal,Female,Health and beauty,92.96,6,27.89,585.65,2024-02-14,16:26,Ewallet,557.76,4.7619,27.89,9.2
332-93-1187,C,Naypyitaw,Normal,Female,Home and lifestyle,57.19,6,17.16,360.3,2024-03-10,19:09,Cash,343.14,4.7619,17.16,7.0
326-29-1827,C,Naypyitaw,Normal,Male,Food and beverages,61.77,2,6.18,129.72,2024-01-29,16:18,Cash,123.54,4.7619,6.18,4.9
444-20-8796,C,Naypyitaw,Member,Male,Home and lifestyle,17.66,9,7.95,166.89,2024-02-25,12:48,Ewallet,158.94,4.7619,7.95,6.9
302-72-7476,C,Naypyitaw,Member,Female,Electronic accessories,16.45,7,5.76,120.91,2024-02-11,20:59,Credit card,115.15,4.7619,5.76,4.5
787-62-7939,B,Mandalay,Normal,Female,Home and lifestyle,41.0,1,2.05,43.05,2024-02-09,12:22,Credit card,41.0,4.7619,2.05,8.9
922-66-3389,B,Mandalay,Member,Female,Electronic accessories,71.68,3,10.75,225.79,2024-01-11,11:47,Ewallet,215.04,4.7619,10.75,5.5
735-28-5713,A,Yangon,Normal,Female,Home and lifestyle,50.5,1,2.53,53.03,2024-02-12,13:47,Credit card,50.5,4.7619,2.53,5.3
659-76-5237,C,Naypyitaw,Normal,Female,Fashion accessories,72.88,1,3.64,76.52,2024-02-18,19:57,Credit card,72.88,4.7619,3.64,7.2
361-31-1984,B,Mandalay,Member,Male,Health and beauty,51.84,1,2.59,54.43,2024-01-09,16:42,Cash,51.84,4.7619,2.59,8.0
775-56-2767,A,Yangon,Normal,Male,Electronic accessories,98.17,9,44.18,927.71,2024-03-31,11:57,Cash,883.53,4.7619,44.18,6.9
711-78-2442,A,Yangon,Member,Male,Food and beverages,93.36,1,4.67,98.03,2024-01-06,13:59,Credit card,93.36,4.7619,4.67,5.8
601-60-3572,A,Yangon,Normal,Male,Home and lifestyle,66.26,4,13.25,278.29,2024-03-05,14:51,Ewallet,265.04,4.7619,13.25,7.8
999-59-1482,C,Naypyitaw,Normal,Female,Electronic accessories,40.76,7,14.27,299.59,2024-03-25,12:05,Credit card,285.32,4.7619,14.27,6.3
794-88-4726,B,Mandalay,Member,Female,Sports and travel,97.34,10,48.67,1022.07,2024-02-12,17:34,Ewallet,973.4,4.7619,48.67,5.2
241-84-9869,C,Naypyitaw,Member,Female,Home and lifestyle,71.96,9,32.38,680.02,2024-01-18,16:58,Ewallet,647.64,4.7619,32.38,7.9
678-30-6201,A,Yangon,Member,Female,Home and lifestyle,85.55,3,12.83,269.48,2024-01-04,15:56,Cash,256.65,4.7619,12.83,9.8
410-66-5485,A,Yangon,Member,Female,Electronic accessories,26.63,10,13.32,279.62,2024-03-19,14:38,Credit card,266.3,4.7619,13.32,7.7
710-39-4783,C,Naypyitaw,Member,Male,Health and beauty,71.93,8,28.77,604.21,2024-01-18,18:54,Credit card,575.44,4.7619,28.77,6.8
765-57-4014,B,Mandalay,Normal,Male,Electronic accessories,24.74,4,4.95,103.91,2024-01-05,16:48,Ewallet,98.96,4.7619,4.95,9.6
522-38-4323,A,Yangon,Member,Female,Sports and travel,88.03,8,35.21,739.45,2024-03-29,15:55,Cash,704.24,4.7619,35.21,9.3
537-61-1685,C,Naypyitaw,Normal,Male,Sports and travel,65.03,10,32.52,682.82,2024-03-17,18:33,Credit card,650.3,4.7619,32.52,9.3
905-14-9530,A,Yangon,Normal,Male,Health and beauty,88.99,4,17.8,373.76,2024-03-07,18:25,Credit card,355.96,4.7619,17.8,4.2
496-76-1807,A,Yangon,Normal,Male,Sports and travel,89.59,5,22.4,470.35,2024-02-29,12:27,Cash,447.95,4.7619,22.4,7.7
155-98-9470,A,Yangon,Normal,Male,Health and beauty,75.03,2,7.5,157.56,2024-01-24,19:57,Credit card,150.06,4.7619,7.5,7.3
502-62-6299,B,Mandalay,Member,Female,Sports and travel,63.12,4,12.62,265.1,2024-02-28,11:16,Cash,252.48,4.7619,12.62,8.2
828-30-3024,A,Yangon,Member,Male,Fashion accessories,42.66,9,19.2,403.14,2024-03-31,16:46,Credit card,383.94,4.7619,19.2,7.7
263-58-7235,A,Yangon,Member,Male,Food and beverages,88.41,3,13.26,278.49,2024-01-21,12:11,Credit card,265.23,4.7619,13.26,4.3
415-49-8311,B,Mandalay,Member,Female,Electronic accessories,96.43,1,4.82,101.25,2024-03-20,14:00,Cash,96.43,4.7619,4.82,7.0
610-79-1094,C,Naypyitaw,Normal,Female,Electronic accessories,62.99,8,25.2,529.12,2024-02-28,16:28,Ewallet,503.92,4.7619,25.2,7.6
106-41-9967,B,Mandalay,Member,Female,Electronic accessories,23.34,6,7.0,147.04,2024-01-05,12:54,Ewallet,140.04,4.7619,7.0,8.0
958-87-5889,B,Mandalay,Member,Female,Health and beauty,47.52,3,7.13,149.69,2024-01-21,20:18,Credit card,142.56,4.7619,7.13,8.0
816-86-3906,B,Mandalay,Normal,Female,Health and beauty,79.16,6,23.75,498.71,2024-02-17,16:52,Ewallet,474.96,4.7619,23.75,8.6
963-80-2063,B,Mandalay,Normal,Female,Health and beauty,72.51,5,18.13,380.68,2024-02-12,18:26,Credit card,362.55,4.7619,18.13,5.3
314-88-1953,A,Yangon,Member,Male,Fashion accessories,71.97,5,17.99,377.84,2024-02-24,19:54,Cash,359.85,4.7619,17.99,5.6
688-89-6797,A,Yangon,Normal,Male,Sports and travel,82.71,10,41.36,868.46,2024-01-30,14:12,Ewallet,827.1,4.7619,41.36,4.7
576-90-2932,C,Naypyitaw,Member,Male,Sports and travel,14.09,6,4.23,88.77,2024-03-12,20:13,Ewallet,84.54,4.7619,4.23,7.8
806-46-5168,A,Yangon,Normal,Male,Food and beverages,59.49,1,2.97,62.46,2024-01-15,20:21,Cash,59.49,4.7619,2.97,6.4
682-88-1477,A,Yangon,Member,Male,Home and lifestyle,93.0,8,37.2,781.2,2024-03-01,10:41,Ewallet,744.0,4.7619,37.2,6.9
742-68-9797,B,Mandalay,Normal,Male,Fashion accessories,15.04,9,6.77,142.13,2024-02-08,19:46,Credit card,135.36,4.7619,6.77,5.9
648-12-4412,C,Naypyitaw,Normal,Male,Health and beauty,97.26,5,24.32,510.62,2024-01-04,15:24,Credit card,486.3,4.7619,24.32,7.2
269-83-7382,A,Yangon,Member,Male,Fashion accessories,87.2,1,4.36,91.56,2024-02-04,16:05,Cash,87.2,4.7619,4.36,9.3
480-67-5958,A,Yangon,Normal,Female,Health and beauty,43.68,1,2.18,45.86,2024-01-26,11:28,Credit card,43.68,4.7619,2.18,4.1
594-74-3524,A,Yangon,Normal,Male,Fashion accessories,88.64,5,22.16,465.36,2024-02-11,12:49,Ewallet,443.2,4.7619,22.16,8.9
628-96-3174,A,Yangon,Member,Male,Sports and travel,74.22,9,33.4,701.38,2024-01-15,10:19,Ewallet,667.98,4.7619,33.4,8.1
708-21-6460,B,Mandalay,Member,Female,Food and beverages,78.95,5,19.74,414.49,2024-01-03,19:48,Cash,394.75,4.7619,19.74,7.8
314-51-4285,A,Yangon,Normal,Male,Food and beverages,38.72,8,15.49,325.25,2024-03-26,11:17,Ewallet,309.76,4.7619,15.49,4.9
217-11-9422,A,Yangon,Member,Male,Food and beverages,38.66,3,5.8,121.78,2024-03-31,14:36,Ewallet,115.98,4.7619,5.8,5.0
418-88-6549,C,Naypyitaw,Normal,Female,Electronic accessories,12.61,1,0.63,13.24,2024-01-14,16:03,Ewallet,12.61,4.7619,0.63,6.6
283-86-8304,C,Naypyitaw,Normal,Male,Home and lifestyle,83.56,9,37.6,789.64,2024-01-11,17:36,Ewallet,752.04,4.7619,37.6,4.6
921-99-8672,A,Yangon,Normal,Male,Fashion accessories,67.99,8,27.2,571.12,2024-03-01,13:14,Ewallet,543.92,4.7619,27.2,9.2
731-43-6954,B,Mandalay,Member,Male,Home and lifestyle,50.79,1,2.54,53.33,2024-01-09,17:07,Cash,50.79,4.7619,2.54,6.9
966-31-5624,B,Mandalay,Member,Female,Sports and travel,83.57,2,8.36,175.5,2024-02-11,18:41,Ewallet,167.14,4.7619,8.36,8.8
645-69-7566,C,Naypyitaw,Normal,Female,Food and beverages,31.93,3,4.79,100.58,2024-03-02,16:04,Cash,95.79,4.7619,4.79,5.2
810-85-8063,B,Mandalay,Normal,Female,Electronic accessories,69.63,2,6.96,146.22,2024-03-14,17:07,Credit card,139.26,4.7619,6.96,7.6
433-81-2599,B,Mandalay,Member,Male,Sports and travel,16.26,2,1.63,34.15,2024-03-28,19:49,Cash,32.52,4.7619,1.63,6.0
760-94-2007,A,Yangon,Member,Female,Food and beverages,91.28,1,4.56,95.84,2024-01-19,20:09,Cash,91.28,4.7619,4.56,7.2
499-88-8326,A,Yangon,Member,Male,Home and lifestyle,61.32,5,15.33,321.93,2024-02-25,15:05,Credit card,306.6,4.7619,15.33,4.0
622-61-3089,B,Mandalay,Member,Male,Food and beverages,97.1,1,4.86,101.96,2024-03-31,18:52,Cash,97.1,4.7619,4.86,4.7
388-13-4854,B,Mandalay,Normal,Male,Fashion accessories,44.45,7,15.56,326.71,2024-02-25,18:13,Credit card,311.15,4.7619,15.56,5.0
242-34-7301,B,Mandalay,Normal,Female,Home and lifestyle,99.76,3,14.96,314.24,2024-01-18,10:04,Credit card,299.28,4.7619,14.96,4.1
838-72-8155,A,Yangon,Member,Female,Fashion accessories,82.53,8,33.01,693.25,2024-03-30,19:59,Cash,660.24,4.7619,33.01,7.7
565-75-7948,C,Naypyitaw,Normal,Male,Home and lifestyle,30.31,7,10.61,222.78,2024-03-18,10:36,Cash,212.17,4.7619,10.61,9.1
342-74-5411,B,Mandalay,Normal,Female,Health and beauty,61.13,6,18.34,385.12,2024-01-15,19:30,Credit card,366.78,4.7619,18.34,4.5
847-77-5578,B,Mandalay,Member,Female,Electronic accessories,52.52,2,5.25,110.29,2024-03-28,20:34,Credit card,105.04,4.7619,5.25,5.9
154-53-9765,A,Yangon,Normal,Male,Food and beverages,91.54,10,45.77,961.17,2024-02-12,16:22,Cash,915.4,4.7619,45.77,5.7
136-98-5981,C,Naypyitaw,Normal,Female,Fashion accessories,52.58,3,7.89,165.63,2024-03-14,10:42,Cash,157.74,4.7619,7.89,8.9
739-13-5699,B,Mandalay,Member,Female,Food and beverages,16.92,5,4.23,88.83,2024-02-02,12:39,Cash,84.6,4.7619,4.23,5.7
363-11-2827,C,Naypyitaw,Member,Female,Fashion accessories,50.19,3,7.53,158.1,2024-02-03,13:31,Ewallet,150.57,4.7619,7.53,8.8
982-14-6617,A,Yangon,Member,Female,Sports and travel,77.74,7,27.21,571.39,2024-02-19,13:42,Cash,544.18,4.7619,27.21,8.4
271-36-6653,A,Yangon,Normal,Female,Health and beauty,25.08,7,8.78,184.34,2024-03-01,14:30,Credit card,175.56,4.7619,8.78,9.7
645-39-7222,C,Naypyitaw,Normal,Male,Home and lifestyle,23.06,7,8.07,169.49,2024-01-02,14:59,Cash,161.42,4.7619,8.07,6.3
423-77-1672,A,Yangon,Normal,Male,Food and beverages,92.61,5,23.15,486.2,2024-02-12,14:17,Ewallet,463.05,4.7619,23.15,5.5
698-60-8554,C,Naypyitaw,Member,Female,Food and beverages,40.36,3,6.05,127.13,2024-02-10,18:00,Credit card,121.08,4.7619,6.05,4.1
169-11-7737,A,Yangon,Member,Male,Home and lifestyle,29.75,5,7.44,156.19,2024-02-02,13:02,Ewallet,148.75,4.7619,7.44,7.7
158-86-4552,C,Naypyitaw,Member,Female,Health and beauty,87.07,3,13.06,274.27,2024-02-18,20:48,Credit card,261.21,4.7619,13.06,7.4
289-24-4018,B,Mandalay,Normal,Male,Fashion accessories,94.25,8,37.7,791.7,2024-02-05,16:44,Credit card,754.0,4.7619,37.7,8.6
431-42-3653,A,Yangon,Normal,Female,Sports and travel,44.97,1,2.25,47.22,2024-02-03,14:11,Cash,44.97,4.7619,2.25,4.4
305-88-7432,A,Yangon,Normal,Female,Electronic accessories,58.65,7,20.53,431.08,2024-01-28,19:41,Ewallet,410.55,4.7619,20.53,9.5
832-43-2692,A,Yangon,Member,Female,Food and beverages,75.47,8,30.19,633.95,2024-01-03,17:09,Credit card,603.76,4.7619,30.19,7.8
138-95-7397,B,Mandalay,Member,Male,Sports and travel,61.71,9,27.77,583.16,2024-03-31,17:30,Cash,555.39,4.7619,27.77,6.4
845-18-9849,A,Yangon,Member,Male,Fashion accessories,83.61,8,33.44,702.32,2024-01-16,19:34,Cash,668.88,4.7619,33.44,6.0
410-61-1904,C,Naypyitaw,Member,Male,Food and beverages,86.79,6,26.04,546.78,2024-01-11,17:48,Cash,520.74,4.7619,26.04,7.9
280-80-1644,B,Mandalay,Member,Male,Fashion accessories,45.11,2,4.51,94.73,2024-03-21,15:31,Ewallet,90.22,4.7619,4.51,9.3
548-34-3292,A,Yangon,Member,Female,Fashion accessories,99.66,4,19.93,418.57,2024-03-03,16:04,Credit card,398.64,4.7619,19.93,7.9
611-78-8361,A,Yangon,Member,Male,Health and beauty,40.39,1,2.02,42.41,2024-02-21,11:13,Credit card,40.39,4.7619,2.02,8.0
569-96-9791,A,Yangon,Member,Female,Health and beauty,76.18,8,30.47,639.91,2024-03-24,10:30,Credit card,609.44,4.7619,30.47,4.3
818-93-3138,A,Yangon,Member,Female,Home and lifestyle,83.86,2,8.39,176.11,2024-02-28,19:10,Credit card,167.72,4.7619,8.39,4.4
937-23-2870,B,Mandalay,Member,Female,Electronic accessories,48.35,7,16.92,355.37,2024-02-11,11:43,Credit card,338.45,4.7619,16.92,7.3
429-37-1746,C,Naypyitaw,Member,Male,Health and beauty,20.87,3,3.13,65.74,2024-02-23,12:44,Cash,62.61,4.7619,3.13,7.3
549-41-1666,A,Yangon,Member,Male,Electronic accessories,11.41,8,4.56,95.84,2024-01-11,10:00,Ewallet,91.28,4.7619,4.56,9.6
823-93-5648,B,Mandalay,Normal,Female,Electronic accessories,22.88,5,5.72,120.12,2024-03-07,17:26,Ewallet,114.4,4.7619,5.72,9.6
725-98-1616,C,Naypyitaw,Member,Male,Food and beverages,95.52,5,23.88,501.48,2024-02-14,16:00,Credit card,477.6,4.7619,23.88,5.4
220-77-2567,C,Naypyitaw,Normal,Female,Sports and travel,79.32,4,15.86,333.14,2024-02-05,10:12,Ewallet,317.28,4.7619,15.86,8.8
801-70-9151,A,Yangon,Member,Female,Health and beauty,68.03,5,17.01,357.16,2024-01-27,16:16,Cash,340.15,4.7619,17.01,7.7
876-68-1709,A,Yangon,Member,Female,Electronic accessories,80.69,8,32.28,677.8,2024-03-06,11:04,Ewallet,645.52,4.7619,32.28,8.3
706-84-6340,B,Mandalay,Member,Male,Electronic accessories,80.1,6,24.03,504.63,2024-01-30,11:15,Credit card,480.6,4.7619,24.03,6.5
304-58-4615,A,Yangon,Normal,Male,Health and beauty,90.14,3,13.52,283.94,2024-01-28,19:29,Ewallet,270.42,4.7619,13.52,6.3
239-68-4181,C,Naypyitaw,Normal,Male,Electronic accessories,40.23,1,2.01,42.24,2024-03-29,19:03,Cash,40.23,4.7619,2.01,4.8
972-69-8513,B,Mandalay,Member,Male,Electronic accessories,89.77,10,44.89,942.59,2024-01-21,20:39,Ewallet,897.7,4.7619,44.89,7.5
666-39-2416,B,Mandalay,Normal,Female,Food and beverages,52.61,8,21.04,441.92,2024-02-05,10:46,Cash,420.88,4.7619,21.04,8.4
352-41-6362,B,Mandalay,Member,Female,Food and beverages,90.83,7,31.79,667.6,2024-01-06,10:30,Credit card,635.81,4.7619,31.79,8.6
134-64-9701,B,Mandalay,Normal,Female,Sports and travel,54.57,2,5.46,114.6,2024-03-12,10:44,Credit card,109.14,4.7619,5.46,6.4
323-26-6872,B,Mandalay,Member,Female,Health and beauty,53.18,5,13.29,279.19,2024-01-21,17:54,Credit card,265.9,4.7619,13.29,8.5
124-68-8598,A,Yangon,Normal,Female,Home and lifestyle,66.41,1,3.32,69.73,2024-03-21,11:24,Credit card,66.41,4.7619,3.32,6.0
133-47-7977,B,Mandalay,Member,Female,Food and beverages,89.27,1,4.46,93.73,2024-03-06,20:23,Ewallet,89.27,4.7619,4.46,4.7
474-69-1669,B,Mandalay,Normal,Female,Fashion accessories,60.29,2,6.03,126.61,2024-03-12,13:08,Cash,120.58,4.7619,6.03,5.4
216-93-8839,C,Naypyitaw,Member,Female,Home and lifestyle,41.74,5,10.44,219.14,2024-03-05,20:27,Cash,208.7,4.7619,10.44,4.3
481-54-8412,B,Mandalay,Member,Male,Fashion accessories,57.87,9,26.04,546.87,2024-02-07,17:39,Cash,520.83,4.7619,26.04,8.8
809-18-4085,B,Mandalay,Member,Female,Sports and travel,90.81,5,22.7,476.75,2024-01-10,11:10,Cash,454.05,4.7619,22.7,4.7
251-73-3465,A,Yangon,Member,Male,Sports and travel,97.25,9,43.76,919.01,2024-01-17,17:22,Cash,875.25,4.7619,43.76,6.7
760-12-5776,A,Yangon,Member,Female,Electronic accessories,85.14,9,38.31,804.57,2024-03-23,15:26,Credit card,766.26,4.7619,38.31,6.1
761-51-8965,C,Naypyitaw,Normal,Male,Home and lifestyle,61.05,5,15.26,320.51,2024-01-22,14:14,Cash,305.25,4.7619,15.26,6.2
395-16-3430,B,Mandalay,Normal,Male,Electronic accessories,65.67,3,9.85,206.86,2024-03-09,14:11,Ewallet,197.01,4.7619,9.85,9.0
809-95-3514,A,Yangon,Member,Female,Health and beauty,99.43,10,49.72,1044.02,2024-01-17,17:16,Cash,994.3,4.7619,49.72,5.1
675-14-6192,B,Mandalay,Member,Male,Sports and travel,58.58,3,8.79,184.53,2024-03-09,14:07,Ewallet,175.74,4.7619,8.79,6.4
611-28-8504,B,Mandalay,Member,Female,Fashion accessories,59.15,9,26.62,558.97,2024-02-12,20:45,Cash,532.35,4.7619,26.62,6.8
396-83-3409,C,Naypyitaw,Normal,Male,Fashion accessories,20.11,8,8.04,168.92,2024-01-06,12:43,Credit card,160.88,4.7619,8.04,4.7
125-61-4610,B,Mandalay,Normal,Female,Home and lifestyle,14.95,4,2.99,62.79,2024-03-15,18:14,Cash,59.8,4.7619,2.99,5.2
185-78-8298,C,Naypyitaw,Member,Male,Electronic accessories,54.14,10,27.07,568.47,2024-03-18,18:03,Credit card,541.4,4.7619,27.07,6.2
